region,income_bracket,caste_category,credit_score,approved,model_prediction
Rural,Mid,SC,865.6646614333541,1,1
Urban,Mid,OBC,610.3393868304174,0,1
Rural,High,SC,492.13274359694174,0,0
Urban,Low,OBC,628.5812340400311,1,1
Rural,Mid,OBC,632.4731091369017,0,0
Rural,Mid,SC,748.6171021699681,1,1
Rural,Mid,General,603.1268374651617,0,0
Rural,Mid,General,663.0274719167128,0,0
Rural,Low,General,574.8318989833622,0,0
Urban,Low,ST,676.2515797441378,1,1
Rural,High,OBC,612.392692001558,0,0
Rural,Mid,OBC,715.326493445248,1,1
Rural,Low,ST,586.2441725546615,0,0
Urban,Low,SC,552.825285898629,0,0
Urban,Low,General,612.5263252458577,0,0
Urban,Low,OBC,708.4903635907342,1,1
Urban,Mid,General,605.918959872197,0,0
Rural,Mid,SC,604.7240796940436,0,0
Rural,Low,OBC,653.5427894268487,0,0
Urban,Mid,ST,549.5109502442949,0,0
Rural,High,General,507.84877812130094,0,0
Urban,High,ST,603.811991422298,0,0
Urban,Mid,ST,654.5685381313582,1,1
Urban,Mid,ST,505.259888357439,0,0
Urban,Mid,SC,607.266774609263,0,0
Urban,Low,General,688.6838884801242,1,1
Rural,High,General,624.4209654693419,0,0
Urban,High,General,536.0809430435295,0,0
Rural,Low,General,646.5522447250195,0,0
Urban,High,SC,658.460839384596,1,1
Urban,Low,SC,630.698830522665,1,0
Urban,High,SC,650.3728078273119,1,0
Urban,Mid,SC,608.5055490803024,0,0
Urban,High,ST,675.1876976744819,1,1
Urban,Low,SC,665.4266345402067,1,1
Urban,Low,OBC,721.4805894339931,1,1
Urban,Mid,General,770.0611638989076,1,1
Urban,Low,ST,579.2875632424493,0,0
Urban,Low,OBC,635.1653060541418,1,0
Rural,Mid,General,663.5443149927952,0,0
Rural,Mid,SC,574.3251823002054,0,0
Rural,Low,ST,692.7786706280486,0,0
Urban,Mid,SC,609.4808482250342,0,0
Rural,Mid,SC,625.7916300288158,0,0
Rural,Low,ST,687.6974316518043,0,0
Rural,Low,SC,586.3817573522057,0,0
Urban,Low,OBC,634.8542130232163,1,1
Urban,Mid,General,558.2786745385172,0,0
Urban,Mid,OBC,491.4134031546205,0,0
Rural,Mid,ST,785.9922909078069,1,1
Rural,Mid,OBC,587.8645798410437,0,0
Urban,Low,OBC,502.4382759248141,0,0
Urban,Mid,General,617.5117198723536,0,0
Urban,Low,General,588.266696132942,0,0
Rural,Mid,OBC,624.3583180093194,0,0
Rural,Low,SC,545.1847576443133,0,0
Rural,Mid,SC,557.1063254252804,0,0
Urban,Low,ST,590.2374033083827,0,0
Urban,Mid,General,617.8248000688604,0,1
Urban,Low,OBC,545.1949389773279,0,0
Rural,High,SC,649.2197566996067,0,0
Rural,Mid,OBC,571.0252641667247,0,0
Urban,Low,OBC,778.424598127551,1,1
Rural,Mid,General,620.1070058768447,0,0
Urban,Low,General,592.5055804629034,0,1
Urban,Low,SC,639.3575618023983,1,0
Urban,Low,General,484.7301569768637,0,0
Rural,Mid,SC,608.7956211100387,0,0
Urban,Mid,OBC,731.1968179923199,1,1
Rural,Mid,General,684.9766117932619,1,0
Urban,High,OBC,744.8498098859164,1,1
Urban,Mid,General,622.7686075580036,1,0
Urban,Mid,General,865.7045252876153,1,1
Rural,Low,OBC,597.9052147078897,0,0
Rural,Low,General,663.6712755901872,0,0
Urban,Mid,General,620.0552938156559,1,1
Rural,Mid,SC,614.5980800438543,0,0
Rural,Mid,ST,594.9200165180382,0,0
Urban,Mid,General,597.754583872486,0,0
Urban,Low,ST,696.1601281467424,1,1
Rural,High,ST,708.0973673590456,1,1
Urban,Low,ST,705.8489310465942,1,1
Urban,High,OBC,727.5517116998332,1,1
Urban,Mid,General,678.1895458389881,1,1
Rural,Mid,General,647.819294061782,0,0
Urban,Mid,General,653.2088499304238,1,1
Urban,Low,SC,605.0096988943383,0,0
Urban,High,General,637.3445049200918,1,1
Urban,Mid,SC,752.6429880240241,1,1
Rural,Mid,SC,636.524687780694,0,0
Rural,Low,ST,520.470167544379,0,0
Urban,Low,SC,556.3925545840834,0,0
Urban,Low,General,570.3290954491027,0,0
Urban,High,General,625.1020295342739,1,1
Urban,Mid,ST,750.3082951220318,1,1
Urban,Mid,ST,611.7094104516657,0,1
Urban,Low,OBC,701.6168841510575,1,1
Urban,High,OBC,588.9086295424459,0,0
Rural,Mid,OBC,685.700957022952,1,0
Urban,Mid,OBC,691.7340203152299,1,1
Rural,Low,OBC,578.3070860691737,0,0
Rural,Mid,General,565.8150758913741,0,0
Urban,Low,General,605.5785380518365,0,0
Urban,Low,SC,710.4073934892094,1,1
Urban,Low,General,661.9896886090196,1,1
Rural,Low,ST,707.2926937298939,0,0
Urban,Low,OBC,675.9152875135247,1,1
Urban,Low,ST,655.3689943426198,1,1
Urban,Low,ST,647.5524918442118,1,1
Rural,Mid,General,572.4235600217492,0,0
Urban,Mid,SC,630.4390540630025,1,1
Urban,Low,ST,682.8157613656628,1,1
Urban,High,SC,577.2140180819598,0,0
Urban,Low,OBC,638.0837849949897,1,1
Urban,Mid,General,721.3459059125263,1,1
Urban,Low,ST,710.3379026934064,1,1
Urban,Mid,SC,700.4403401500339,1,1
Rural,Low,ST,733.0088855637306,1,1
Rural,Low,SC,699.0940636588664,0,0
Rural,Mid,ST,673.5503182211628,0,0
Urban,Low,ST,784.0453961704388,1,1
Urban,Mid,SC,709.5696667276876,1,1
Urban,Low,OBC,596.2687828192646,0,0
Rural,Mid,OBC,740.7239106874571,1,1
Urban,Low,General,775.8405233459606,1,1
Urban,Mid,SC,671.3916702768264,1,1
Urban,Mid,SC,522.16192472566,0,0
Urban,Low,SC,694.9082935587331,1,1
Urban,Mid,General,718.5348413051549,1,1
Rural,Mid,General,643.016681816746,0,0
Urban,Low,General,713.6649871279844,1,1
Rural,Low,SC,733.6351400286708,1,1
Urban,High,ST,539.5339481378575,0,0
Urban,Mid,SC,560.736327071196,0,0
Urban,Low,OBC,658.7612254928197,1,0
Urban,Low,ST,649.1281364750535,1,1
Urban,High,OBC,630.8668886540449,1,1
Urban,Mid,General,602.7094313859048,0,1
Urban,Low,General,678.5108965245673,1,1
Urban,High,ST,708.3622703014462,1,1
Rural,Mid,SC,721.9142762405552,1,1
Urban,Low,OBC,689.7065925914167,1,1
Urban,Mid,SC,769.7741199522097,1,1
Rural,High,General,643.9782522688632,0,0
Urban,High,ST,646.6358573431652,1,1
Rural,High,OBC,675.9015102033854,1,0
Urban,Low,SC,648.8145659754508,1,1
Urban,Mid,OBC,781.1496865290188,1,1
Urban,Low,ST,680.6870157589134,1,1
Urban,High,ST,777.200187391254,1,1
Rural,Mid,SC,663.9702562157026,0,0
Rural,Mid,SC,601.050582006818,0,0
Rural,Low,General,647.3595727355064,0,0
Urban,Low,General,650.389699580507,1,0
Urban,Mid,ST,624.7741472853414,1,0
Rural,Mid,General,607.9457451781343,0,0
Rural,High,SC,595.848547637869,0,0
Urban,Mid,SC,632.2903759107619,1,0
Urban,Mid,OBC,750.3022146897493,1,1
Urban,Low,General,570.5492488873166,0,0
Urban,Low,SC,729.3205376472079,1,1
Rural,Mid,OBC,712.1345896216745,1,1
Urban,Mid,OBC,517.7944685176695,0,0
Urban,Low,SC,776.2584352762758,1,1
Urban,Low,OBC,522.7822939929143,0,0
Urban,High,General,651.6150507786696,1,1
Urban,Mid,OBC,531.388247706374,0,0
Urban,Mid,General,606.7333821823707,0,0
Urban,Mid,General,648.5453830484698,1,0
Rural,Low,General,678.3519485961015,0,0
Urban,High,General,669.6319550642351,1,1
Urban,Mid,ST,580.708890806919,0,0
Urban,High,ST,750.0711528021391,1,1
Rural,High,General,582.5296006190755,0,0
Rural,Mid,OBC,651.6468663721107,0,0
Urban,High,SC,582.4729427583871,0,0
Urban,Mid,ST,478.2873958163308,0,0
Urban,Mid,SC,699.5853577723386,1,1
Rural,High,ST,609.4748790177686,0,0
Rural,High,OBC,683.7663062997948,1,1
Rural,High,General,713.9570832583378,1,1
Urban,Mid,SC,707.5785631048128,1,1
Urban,Low,OBC,664.951072680379,1,1
Urban,Low,OBC,732.0862541454268,1,1
Urban,Mid,ST,631.5449619516534,1,1
Rural,Low,SC,721.6696658622735,1,0
Urban,Mid,ST,621.6773083021798,1,0
Urban,Mid,General,693.8527353212643,1,1
Urban,Low,General,775.3109923483595,1,1
Urban,Low,General,669.355635027356,1,1
Urban,Low,General,658.5749948205313,1,1
Urban,Low,ST,722.7646228725093,1,1
Rural,Low,OBC,617.9654286373086,0,0
Rural,Mid,OBC,646.0669348483364,0,0
Rural,Low,SC,628.2864609247918,0,0
Urban,Low,ST,624.7599739533765,1,1
Urban,Mid,ST,603.2265325057434,0,0
Rural,Mid,SC,662.5447077837771,0,1
Urban,Low,SC,653.8851991678379,1,1
Urban,Mid,OBC,687.0693898613803,1,1
Urban,Low,SC,676.1849487303376,1,1
Urban,Low,ST,783.7715947670497,1,1
Urban,Mid,OBC,652.4617617066756,1,1
Urban,Low,ST,678.2853933931596,1,1
Urban,Low,ST,749.8801843171341,1,1
Urban,Low,ST,689.0274211434706,1,1
Urban,Low,ST,626.5361017033676,1,0
Rural,Mid,ST,654.8801264770447,0,1
Urban,Mid,ST,594.1903986093729,0,0
Urban,Mid,OBC,637.3801730567703,1,1
Rural,Mid,General,730.653850204717,1,1
Rural,Mid,General,594.7539877087662,0,0
Urban,Low,ST,529.1044674905017,0,0
Urban,High,ST,632.2194800815768,1,1
Urban,Mid,OBC,754.2664033722742,1,1
Urban,Mid,OBC,834.0266015861259,1,1
Rural,Mid,OBC,687.7191140971883,1,0
Urban,Mid,SC,608.6402707057681,0,0
Urban,Mid,SC,561.3005203319035,0,0
Urban,Mid,SC,655.8871280630835,1,0
Urban,High,General,575.0198299357213,0,0
Urban,Mid,ST,696.3719631937702,1,1
Urban,High,OBC,656.7623488661104,1,1
Urban,High,ST,694.4015276134287,1,1
Urban,Low,General,605.8464387227052,0,0
Urban,High,SC,685.1712202410968,1,1
Rural,Low,OBC,782.6521675959509,1,1
Rural,High,OBC,683.581291126194,1,0
Urban,Low,ST,732.2467524277938,1,1
Urban,Mid,General,615.213051499123,0,1
Rural,Low,OBC,654.0833610656155,0,0
Urban,Low,OBC,520.1113425442385,0,0
Urban,Mid,General,674.6675651321459,1,1
Urban,High,ST,606.8010926289365,0,0
Rural,Mid,ST,580.2202382235275,0,0
Urban,High,ST,666.9145030340046,1,1
Urban,Mid,General,647.8554394244167,1,1
Urban,Mid,OBC,769.4828946820168,1,1
Urban,High,General,649.5747256215836,1,1
Urban,Mid,ST,725.9253437829851,1,1
Urban,Mid,SC,571.0781719245937,0,0
Urban,Mid,OBC,681.2562235735716,1,1
Urban,High,ST,761.2947463994332,1,1
Rural,Low,General,655.874724427882,0,0
Rural,Mid,General,677.3148031927456,1,1
Rural,Mid,SC,727.3011801319523,1,1
Rural,Low,OBC,739.530208525011,1,1
Urban,Low,General,690.9907005366448,1,1
Rural,Mid,General,672.3897659180225,0,0
Urban,High,General,662.1218448869765,1,1
Urban,Mid,OBC,641.827275981103,1,0
Rural,Mid,ST,580.1089384722426,0,0
Urban,Mid,OBC,606.7168547259495,0,1
Urban,High,OBC,551.4289281032163,0,0
Urban,High,ST,719.9483494616086,1,1
Urban,Mid,OBC,608.3702165766811,0,0
Urban,High,General,590.1799691263639,0,0
Urban,Low,SC,554.8891152171705,0,0
Urban,Low,SC,616.4197724477574,0,1
Urban,High,OBC,637.8670655635067,1,1
Rural,Low,OBC,591.7132511705164,0,0
Urban,Mid,SC,659.9244161951146,1,1
Rural,Mid,OBC,577.2921703860529,0,0
Rural,High,SC,649.8564468798395,0,0
Rural,Low,SC,667.4862161724911,0,0
Rural,Low,ST,716.1483513306302,1,1
Urban,Low,OBC,576.7661274446505,0,0
Urban,Low,ST,719.8823573496807,1,1
Rural,High,OBC,669.3850340262456,0,0
Urban,Mid,SC,605.5855781360259,0,0
Urban,Low,ST,545.2352411065012,0,0
Urban,Mid,General,739.2525498533957,1,1
Rural,Mid,ST,666.6849039280645,0,0
Urban,Low,OBC,688.1988286637173,1,1
Urban,Low,SC,682.7750438634973,1,1
Urban,Low,SC,626.9543706649754,1,1
Urban,Low,General,692.9472332758126,1,1
Rural,Mid,SC,759.3717415874038,1,1
Urban,High,General,538.506932541544,0,0
Rural,Low,SC,662.9075223353619,0,0
Rural,Mid,ST,704.5324072628334,1,1
Urban,Low,OBC,535.0856807267216,0,0
Urban,Mid,General,582.8659544906898,0,0
Urban,Low,OBC,608.7751770873123,0,0
Urban,Low,ST,628.0897368615508,1,0
Rural,High,General,664.0340554156794,0,1
Urban,Mid,OBC,681.0117007735261,1,1
Urban,Mid,ST,707.0759714242301,1,1
Urban,Mid,SC,684.078508565072,1,1
Rural,Mid,SC,785.9040297648341,1,1
Urban,Mid,SC,650.8613519812644,1,0
Rural,Low,OBC,718.1063074207154,1,0
Urban,Low,ST,653.1088138615588,1,1
Rural,Low,OBC,494.544894669001,0,0
Urban,High,ST,528.937982451241,0,0
Urban,Low,General,555.2786081432697,0,0
Rural,Mid,OBC,566.5070763442558,0,0
Rural,High,SC,570.190029463055,0,0
Urban,Mid,OBC,726.1975666922519,1,1
Rural,Low,ST,798.7824012597636,1,1
Urban,Mid,General,704.6881960907375,1,1
Urban,Mid,ST,714.8675886180145,1,1
Rural,Low,ST,738.8487945503682,1,1
Rural,Low,ST,585.1577576161142,0,0
Rural,Mid,ST,601.7240708129028,0,0
Urban,High,OBC,769.3359421562288,1,1
Urban,Mid,General,672.2719080869426,1,1
Rural,Mid,SC,714.7899817978897,1,1
Rural,Mid,OBC,715.9202778816331,1,1
Rural,Low,ST,681.5476088596021,0,1
Rural,High,SC,584.6913019583811,0,0
Urban,Mid,OBC,656.157750812112,1,1
Rural,Low,SC,707.8848516926603,0,1
Rural,Low,ST,558.864822148526,0,0
Urban,Mid,SC,642.4244610181258,1,1
Urban,Low,General,689.9401936025843,1,1
Urban,High,SC,671.6542866235778,1,1
Urban,Mid,SC,549.0633479259899,0,0
Urban,Mid,OBC,712.5447608469767,1,1
Rural,Mid,OBC,574.308618461993,0,0
Urban,High,OBC,627.6238742022058,1,1
Urban,Low,OBC,583.226503954789,0,0
Urban,Mid,OBC,751.0041473088211,1,1
Rural,Mid,SC,665.4138384477409,0,1
Rural,Mid,ST,782.6085655767702,1,1
Rural,High,SC,541.7478915276738,0,0
Rural,Mid,General,738.6126787884624,1,1
Urban,High,OBC,555.6873899136499,0,0
Urban,High,SC,589.5665981830881,0,0
Urban,Low,General,547.653815939306,0,0
Urban,Low,SC,720.8598100044608,1,1
Rural,Low,ST,564.5632127477517,0,0
Rural,Mid,OBC,776.5942616784831,1,1
Rural,Low,SC,626.6838921411734,0,0
Urban,Low,OBC,735.3808094708459,1,1
Rural,Low,OBC,625.1268588051042,0,0
Urban,Mid,General,760.07811886834,1,1
Urban,Mid,SC,624.8803137696422,1,1
Urban,Low,General,678.8702175661479,1,1
Rural,Mid,General,582.6754289310113,0,0
Rural,Low,OBC,686.1709328779971,0,0
Rural,Low,ST,640.3465613678023,0,0
Urban,High,SC,634.0419190881901,1,1
Urban,Mid,SC,749.7137870774004,1,1
Urban,Low,OBC,694.0785335496341,1,1
Urban,Mid,ST,743.0943608091776,1,1
Urban,Low,ST,784.2072410739554,1,1
Rural,Mid,ST,666.3065549614919,0,0
Rural,Mid,OBC,785.2513793418633,1,1
Rural,Mid,OBC,787.2319197983334,1,1
Urban,High,ST,750.5330757512778,1,1
Rural,Mid,ST,628.2939811620647,0,0
Urban,High,OBC,592.8952462960789,0,0
Rural,Low,SC,679.3204668657603,0,0
Urban,Mid,General,749.7683913170845,1,1
Urban,Low,OBC,671.4008500302242,1,1
Rural,Mid,General,570.1043507657424,0,0
Urban,High,OBC,652.1390666033395,1,1
Urban,Mid,General,603.7838271195525,0,0
Urban,Mid,SC,656.9830880639769,1,1
Urban,Mid,SC,685.8233983142552,1,1
Urban,High,OBC,626.182826489812,1,0
Urban,Mid,OBC,546.9479640394717,0,0
Urban,Mid,ST,785.1232350232422,1,1
Urban,Mid,ST,586.6139036448669,0,0
Urban,Mid,ST,736.359021811359,1,1
Urban,Mid,OBC,701.3598411106572,1,1
Urban,Mid,SC,583.7538200234876,0,0
Urban,High,ST,679.7010603974799,1,1
Urban,Low,OBC,576.7677246545363,0,0
Urban,Mid,General,540.2315503001547,0,0
Urban,High,OBC,509.984035753964,0,0
Urban,High,SC,660.2589561552772,1,1
Urban,Mid,ST,702.4576821255793,1,1
Urban,Low,OBC,699.6970890842924,1,1
Urban,Low,General,633.7339495459704,1,1
Rural,High,General,704.7820539505695,1,0
Urban,Mid,OBC,596.3079796171585,0,0
Rural,Mid,ST,578.6037629291372,0,0
Urban,Low,ST,824.6570810600878,1,1
Urban,Mid,General,670.8101343850263,1,1
Urban,Mid,SC,606.1764091931545,0,0
Urban,Mid,ST,562.5128678515565,0,0
Urban,Low,ST,631.1002000185747,1,1
Urban,Mid,OBC,671.2839696155769,1,0
Urban,Low,OBC,708.6825687596147,1,1
Urban,Low,General,650.328502540587,1,0
Urban,High,SC,588.3604508415295,0,0
Rural,Mid,SC,679.2151591955363,1,0
Urban,Mid,General,669.6067706945977,1,1
Rural,Mid,General,708.7868698410919,1,1
Urban,Mid,SC,773.1084986949359,1,1
Rural,Mid,ST,680.6872768921359,1,0
Rural,Mid,General,746.1352291492119,1,1
Urban,Low,General,670.2457750478155,1,1
Urban,Mid,OBC,688.9611542920433,1,1
Rural,Mid,General,677.7443714782028,1,1
Rural,Low,General,651.9892022936237,0,0
Rural,High,General,709.9938342707696,1,1
Urban,Mid,ST,623.7665533106361,1,0
Rural,Mid,OBC,655.7629672246366,0,1
Rural,High,ST,483.1614452791741,0,0
Urban,Mid,General,688.3700966927339,1,1
Urban,Low,OBC,590.1289260431531,0,1
Urban,Low,SC,693.5664047933585,1,1
Urban,Low,General,758.4063759698595,1,1
Urban,High,ST,642.3915441119954,1,0
Urban,Mid,ST,785.9903228080063,1,1
Rural,High,General,503.07134247107444,0,0
Rural,Low,SC,619.016438647572,0,0
Urban,Mid,ST,600.4974456603219,0,0
Urban,Mid,General,639.853957064099,1,0
Urban,Mid,General,649.9321041330991,1,1
Urban,High,ST,635.703383260128,1,1
Rural,Mid,General,605.7761091681115,0,0
Urban,Low,ST,664.704673951976,1,1
Urban,High,ST,696.6557260139407,1,1
Urban,Mid,SC,683.2512012950612,1,1
Urban,Mid,ST,709.5188275868966,1,1
Rural,High,OBC,588.1938232375151,0,0
Rural,Mid,SC,633.4866508966666,0,0
Rural,Mid,SC,634.99307759288,0,0
Rural,High,OBC,648.981508124309,0,1
Urban,Mid,SC,647.4476761408538,1,1
Urban,High,OBC,680.5125092934885,1,1
Rural,High,General,653.9000563799826,0,1
Urban,Low,OBC,600.0969064441196,0,0
Urban,High,SC,599.832501710987,0,0
Urban,Mid,SC,630.1101949678498,1,1
Urban,Low,OBC,557.0594806736874,0,0
Urban,Low,OBC,475.72498792665266,0,0
Urban,High,OBC,578.1488199754624,0,0
Rural,Mid,ST,700.5168766408756,1,1
Urban,Low,ST,625.2817539817428,1,1
Urban,Mid,General,596.6376995041759,0,1
Rural,High,OBC,703.6476438352327,1,1
Urban,Mid,General,679.776442123264,1,1
Urban,Mid,General,595.569441199814,0,0
Urban,Mid,OBC,821.2094859313381,1,1
Rural,Low,SC,726.2338167637456,1,1
Urban,Mid,OBC,662.1217985702378,1,0
Urban,Low,General,681.4775774216057,1,1
Rural,Mid,ST,598.7668715555718,0,0
Urban,Mid,OBC,647.2258176332255,1,1
Urban,Mid,General,579.0128412992709,0,0
Urban,Mid,OBC,575.9409375023997,0,0
Urban,Low,OBC,550.6426883209485,0,0
Rural,High,OBC,649.9011995766672,0,0
Urban,High,OBC,760.9019886601974,1,1
Urban,High,ST,772.9163421858054,1,1
Urban,Low,ST,761.2176290585136,1,1
Urban,Low,OBC,669.4844415132117,1,1
Urban,High,ST,713.9925162433652,1,1
Urban,Mid,ST,660.834164972404,1,1
Urban,Low,General,591.6032551564066,0,0
Rural,Mid,General,499.1426138474476,0,0
Rural,High,General,598.643214778055,0,0
Urban,Mid,SC,647.3275658581804,1,1
Urban,Mid,OBC,476.56167204703695,0,0
Rural,High,OBC,644.2816041800301,0,0
Urban,Low,ST,678.9792475285086,1,1
Urban,Low,SC,609.8643497096265,0,0
Rural,High,OBC,609.9898403707725,0,0
Rural,Low,OBC,543.6520021626467,0,0
Urban,Mid,ST,775.3141632686602,1,1
Urban,Low,ST,674.8189496637699,1,1
Urban,Mid,ST,655.5370188087201,1,1
Urban,Mid,ST,616.8810279484072,0,0
Rural,Mid,OBC,703.3954864444714,1,1
Urban,High,ST,734.0208779229919,1,1
Urban,Mid,ST,674.3343257353059,1,1
Urban,Mid,SC,673.2949683178916,1,1
Rural,High,General,582.6742458545706,0,0
Urban,Low,SC,567.1724882095413,0,0
Urban,Low,General,756.0915005605598,1,1
Urban,Mid,OBC,576.1250429098037,0,0
Urban,Mid,OBC,653.7137522581265,1,1
Urban,Mid,General,630.7057386036753,1,1
Rural,High,SC,747.4713129121669,1,1
